entrynum,smiles,pka_type,pka_value,temp,remarks,method,ref,ref_remarks,entry_remarks,original_iupac_name,original_iupac_nickname,source,uniqueid,pressure,acidity_label
192,CC(O)CN(CC(C)O)CC(C)O,pKAH1,7.18,60,C=0.005 to 0.1,"E1ch, R4",S20,Thermodynamic quantities are derived from the results,,"propane, 1-di(2-hydroxypropyl)amino-2-hydroxy-",,perrin,perrin0192,,AH
232,CCCCN,pKAH1,10.777,20,(c) I=0.05 to 0.20,E2b,E31,Thermodynamic quantities are derived from the results,,"butane, 1-amino-",,perrin,perrin0232,,AH
232,CCCCN,pKAH1,10.106,40,(c) I=0.05 to 0.20,E2b,E31,Thermodynamic quantities are derived from the results,,"butane, 1-amino-",,perrin,perrin0232,,AH
302,NCCCCCCN,pKAH1,11.857,0,"(c) I=0.08 to 0.20 (pK1), 0.07 to 0.25 (pK2)",E2b,E36,Thermodynamic quantities are derived from the results,,"hexane, 1,6-diamino-",,perrin,perrin0302,,AH
302,NCCCCCCN,pKAH2,10.762,0,"(c) I=0.08 to 0.20 (pK1), 0.07 to 0.25 (pK2)",E2b,E36,Thermodynamic quantities are derived from the results,,"hexane, 1,6-diamino-",,perrin,perrin0302,,AH
302,NCCCCCCN,pKAH1,11.468,10,"(c) I=0.08 to 0.20 (pK1), 0.07 to 0.25 (pK2)",E2b,E36,Thermodynamic quantities are derived from the results,,"hexane, 1,6-diamino-",,perrin,perrin0302,,AH
302,NCCCCCCN,pKAH2,10.375,10,"(c) I=0.08 to 0.20 (pK1), 0.07 to 0.25 (pK2)",E2b,E36,Thermodynamic quantities are derived from the results,,"hexane, 1,6-diamino-",,perrin,perrin0302,,AH
302,NCCCCCCN,pKAH1,11.105,20,"(c) I=0.08 to 0.20 (pK1), 0.07 to 0.25 (pK2)",E2b,E36,Thermodynamic quantities are derived from the results,,"hexane, 1,6-diamino-",,perrin,perrin0302,,AH
302,NCCCCCCN,pKAH2,10.014,20,"(c) I=0.08 to 0.20 (pK1), 0.07 to 0.25 (pK2)",E2b,E36,Thermodynamic quantities are derived from the results,,"hexane, 1,6-diamino-",,perrin,perrin0302,,AH
302,NCCCCCCN,pKAH1,10.93,25,"(c) I=0.08 to 0.20 (pK1), 0.07 to 0.25 (pK2) . (Interpolated)",E2b,E36,Thermodynamic quantities are derived from the results,,"hexane, 1,6-diamino-",,perrin,perrin0302,,AH
302,NCCCCCCN,pKAH2,9.83,25,"(c) I=0.08 to 0.20 (pK1), 0.07 to 0.25 (pK2) . (Interpolated)",E2b,E36,Thermodynamic quantities are derived from the results,,"hexane, 1,6-diamino-",,perrin,perrin0302,,AH
302,NCCCCCCN,pKAH1,10.763,30,"I=0.08 to 0.20 (pK1), 0.07 to 0.25 (pK2)",E2b,E36,Thermodynamic quantities are derived from the results,,"hexane, 1,6-diamino-",,perrin,perrin0302,,AH
302,NCCCCCCN,pKAH2,9.674,30,"I=0.08 to 0.20 (pK1), 0.07 to 0.25 (pK2)",E2b,E36,Thermodynamic quantities are derived from the results,,"hexane, 1,6-diamino-",,perrin,perrin0302,,AH
302,NCCCCCCN,pKAH1,10.441,40,"I=0.08 to 0.20 (pK1), 0.07 to 0.25 (pK2)",E2b,E36,Thermodynamic quantities are derived from the results,,"hexane, 1,6-diamino-",,perrin,perrin0302,,AH
302,NCCCCCCN,pKAH2,9.354,40,"I=0.08 to 0.20 (pK1), 0.07 to 0.25 (pK2)",E2b,E36,Thermodynamic quantities are derived from the results,,"hexane, 1,6-diamino-",,perrin,perrin0302,,AH
302,NCCCCCCN,pKAH1,10.137,50,"I=0.08 to 0.20 (pK1), 0.07 to 0.25 (pK2)",E2b,E36,Thermodynamic quantities are derived from the results,,"hexane, 1,6-diamino-",,perrin,perrin0302,,AH
302,NCCCCCCN,pKAH2,9.052,50,"I=0.08 to 0.20 (pK1), 0.07 to 0.25 (pK2)",E2b,E36,Thermodynamic quantities are derived from the results,,"hexane, 1,6-diamino-",,perrin,perrin0302,,AH
302,NCCCCCCN,pKAH1,9.85,60,"I=0.08 to 0.20 (pK1), 0.07 to 0.25 (pK2)",E2b,E36,Thermodynamic quantities are derived from the results,,"hexane, 1,6-diamino-",,perrin,perrin0302,,AH
302,NCCCCCCN,pKAH2,8.767,60,"I=0.08 to 0.20 (pK1), 0.07 to 0.25 (pK2)",E2b,E36,Thermodynamic quantities are derived from the results,,"hexane, 1,6-diamino-",,perrin,perrin0302,,AH
387,Nc1ccccc1,pKAH1,4.603,25,"(c), C=5x10-4. Method includes activity corrections",O5,B66,,"Other measurements: B105, C40, F20, K21, K66, M52, P56, W22. Other measurement: V1",Aniline,,perrin,perrin0387,,AH
387,Nc1ccccc1,pKAH1,4.686,20,"(c) . Method includes activity corrections",O5,B65,,"Other measurements: B105, C40, F20, K21, K66, M52, P56, W22. Other measurement: V1",Aniline,,perrin,perrin0387,,AH
387,Nc1ccccc1,pKAH1,4.606,25,"(c) . Method includes activity corrections",O5,B65,,"Other measurements: B105, C40, F20, K21, K66, M52, P56, W22. Other measurement: V1",Aniline,,perrin,perrin0387,,AH
387,Nc1ccccc1,pKAH1,4.527,30,"(c) . Method includes activity corrections",O5,B65,,"Other measurements: B105, C40, F20, K21, K66, M52, P56, W22. Other measurement: V1",Aniline,,perrin,perrin0387,,AH
387,Nc1ccccc1,pKAH1,4.445,35,"(c) . Method includes activity corrections",O5,B65,,"Other measurements: B105, C40, F20, K21, K66, M52, P56, W22. Other measurement: V1",Aniline,,perrin,perrin0387,,AH
387,Nc1ccccc1,pKAH1,4.366,40,"(c) . Method includes activity corrections",O5,B65,,"Other measurements: B105, C40, F20, K21, K66, M52, P56, W22. Other measurement: V1",Aniline,,perrin,perrin0387,,AH
387,Nc1ccccc1,pKAH1,4.62,25,"(c), I<0.01","E1cg, R4",B1,,"Other measurements: B105, C40, F20, K21, K66, M52, P56, W22. Other measurement: V1",Aniline,,perrin,perrin0387,,AH
387,Nc1ccccc1,pKAH1,4.63,25,"(m), m=3x10-4, I=0.05. Method includes activity corrections",O5,F14,,"Other measurements: B105, C40, F20, K21, K66, M52, P56, W22. Other measurement: V1",Aniline,,perrin,perrin0387,,AH
387,Nc1ccccc1,pKAH1,4.78,14.8,"(c) C=0.004 to 0.6, I=0.002 to 0.3, extrapolation to C=0, I=0",E3dg,P11,,"Other measurements: B105, C40, F20, K21, K66, M52, P56, W22. Other measurement: V1",Aniline,,perrin,perrin0387,,AH
387,Nc1ccccc1,pKAH1,4.596,25,"(c) C=0.004 to 0.6, I=0.002 to 0.3, extrapolation to C=0, I=0",E3dg,P11,,"Other measurements: B105, C40, F20, K21, K66, M52, P56, W22. Other measurement: V1",Aniline,,perrin,perrin0387,,AH
387,Nc1ccccc1,pKAH1,4.428,34.9,"(c) C=0.004 to 0.6, I=0.002 to 0.3, extrapolation to C=0, I=0",E3dg,P11,,"Other measurements: B105, C40, F20, K21, K66, M52, P56, W22. Other measurement: V1",Aniline,,perrin,perrin0387,,AH
398,Nc1cccc(N)c1,pKAH2,2.239,25,I=0.0015 to 0.01,"O6, R4",W35,,,"aniline, 3-amino-",,perrin,perrin0398,,AH
399,Nc1ccc(N)cc1,pKAH2,2.668,25,I=0.0015 to 0.01,"O6, R4",W35,,,"aniline, 4-amino-",,perrin,perrin0399,,AH
400,Nc1ccc(C(=O)c2ccc(N)cc2)cc1,pKAH1,2.932,25,"In aq. HCl solutions, I=0.04 to 0.12 (K2)","O5, R4",S5,,,"aniline, 4-(p-aminobenzoyl)-",,perrin,perrin0400,,AH
400,Nc1ccc(C(=O)c2ccc(N)cc2)cc1,pKAH2,1.367,25,"In aq. HCl solutions, I=0.04 to 0.12 (K2)","O5, R4",S5,,,"aniline, 4-(p-aminobenzoyl)-",,perrin,perrin0400,,AH
411,Nc1ccc(C(=O)c2ccccc2)cc1,pKAH1,2.36,10,"(c), I=0.002 to 0.026","O6, R4",S4,,,"aniline, 4-benzoyl-",,perrin,perrin0411,,AH
411,Nc1ccc(C(=O)c2ccccc2)cc1,pKAH1,2.28,15,"(c), I=0.002 to 0.026","O6, R4",S4,,,"aniline, 4-benzoyl-",,perrin,perrin0411,,AH
411,Nc1ccc(C(=O)c2ccccc2)cc1,pKAH1,2.24,20,"(c), I=0.002 to 0.026","O6, R4",S4,,,"aniline, 4-benzoyl-",,perrin,perrin0411,,AH
411,Nc1ccc(C(=O)c2ccccc2)cc1,pKAH1,2.17,25,"(c), I=0.002 to 0.026","O6, R4",S4,,,"aniline, 4-benzoyl-",,perrin,perrin0411,,AH
411,Nc1ccc(C(=O)c2ccccc2)cc1,pKAH1,2.12,30,"(c), I=0.002 to 0.026","O6, R4",S4,,,"aniline, 4-benzoyl-",,perrin,perrin0411,,AH
411,Nc1ccc(C(=O)c2ccccc2)cc1,pKAH1,2.06,35,"(c), I=0.002 to 0.026","O6, R4",S4,,,"aniline, 4-benzoyl-",,perrin,perrin0411,,AH
411,Nc1ccc(C(=O)c2ccccc2)cc1,pKAH1,2.02,40,"(c), I=0.002 to 0.026","O6, R4",S4,,,"aniline, 4-benzoyl-",,perrin,perrin0411,,AH
420,CN(C)c1ccc(Br)cc1,pKAH1,4.232,25,"(m) I=0.03 to 0.10. Method includes activity corrections",O5,F14,,,"aniline, 4-bromo-N,N-dimethyl-",,perrin,perrin0420,,AH
420,CN(C)c1ccc(Br)cc1,pKAH1,4.282,20,(c),"O1, R4",W32,,,"aniline, 4-bromo-N,N-dimethyl-",,perrin,perrin0420,,AH
444,CN(C)c1cccc(Cl)c1,pKAH1,3.837,20,(c),"O1, R4",W32,,,"aniline, 3-chloro-N,N-dimethyl-",,perrin,perrin0444,,AH
445,CN(C)c1ccc(Cl)cc1,pKAH1,4.395,20,(c),"O1, R4",W32,,,"aniline, 4-chloro-N,N-dimethyl-",,perrin,perrin0445,,AH
454,N#Cc1cccc(N)c1,pKAH1,2.748,25,"(m) I=0.05. Method includes activity corrections",O5,F14,,,"aniline, 3-cyano-",,perrin,perrin0454,,AH
455,N#Cc1ccc(N)cc1,pKAH1,1.739,25,"(m) I=0.01 to 0.02. Method includes activity corrections",O5,F14,,,"aniline, 4-cyano-",,perrin,perrin0455,,AH
456,CN(C)c1cccc(C#N)c1,pKAH1,2.969,25,"(m) I=0.001 to 0.10. Method includes activity corrections",O5,F14,,,"aniline, 3-cyano-N,N-dimethyl-",,perrin,perrin0456,,AH
457,CN(C)c1ccc(C#N)cc1,pKAH1,1.777,25,"(m) I=0.01 to 0.02 . Method includes activity corrections",O5,F14,,,"aniline, 4-cyano-N,N-dimethyl-",,perrin,perrin0457,,AH
487,CCN(CC)c1ccccc1C,pKAH1,7.239,25,(c) I=0.007 to 0.15,"O5, R4",B33,,,"aniline, N,N-diethyl-2-methyl-",,perrin,perrin0487,,AH
496,CN(C)c1ccccc1,pKAH1,5.068,25,"I=0.05. Method includes activity corrections",O5,F14,,,"aniline, N,N-dimethyl-",,perrin,perrin0496,,AH
496,CN(C)c1ccccc1,pKAH1,5.15,25,I<0.01,"E1cg, R4",B1,,,"aniline, N,N-dimethyl-",,perrin,perrin0496,,AH
496,CN(C)c1ccccc1,pKAH1,5.178,20,(c),"O1, R4",W32,,,"aniline, N,N-dimethyl-",,perrin,perrin0496,,AH
510,CN(C)c1cccc([N+](=O)[O-])c1,pKAH1,2.626,25,"(m) I=0.001 to 0.10. Method includes activity corrections",O5,F14,,,"aniline, N,N-dimethyl-3-nitro-",,perrin,perrin0510,,AH
510,CN(C)c1cccc([N+](=O)[O-])c1,pKAH1,2.654,20,"(m) I=0.001 to 0.10. Method includes activity corrections","O1, R4",W32,,,"aniline, N,N-dimethyl-3-nitro-",,perrin,perrin0510,,AH
511,CN(C)c1ccc([N+](=O)[O-])cc1,pKAH1,0.607,25,"(m) I=0.11. Method includes activity corrections",O5,F14,,,"aniline, N,N-dimethyl-4-nitro-",,perrin,perrin0511,,AH
511,CN(C)c1ccc([N+](=O)[O-])cc1,pKAH1,0.67,20,"(m) I=0.11. Method includes activity corrections","O1, R4",W32,,,"aniline, N,N-dimethyl-4-nitro-",,perrin,perrin0511,,AH
515,CN(C)c1ccc(N=O)cc1,pKAH1,4.544,25,"(m) I=0.03 to 0.05. Method includes activity corrections",O5,F14,,,"aniline, N,N-dimethyl-4-nitroso-",,perrin,perrin0515,,AH
578,COc1ccc(N(C)C)cc1,pKAH1,5.854,25,"(m) I=0.05 to 0.10 . Method includes activity corrections",O5,F14,,,"aniline, 4-methoxy-N,N-dimethyl-",,perrin,perrin0578,,AH
578,COc1ccc(N(C)C)cc1,pKAH1,5.893,20,(c),R4,W32,,,"aniline, 4-methoxy-N,N-dimethyl-",,perrin,perrin0578,,AH
581,CNc1ccccc1,pKAH1,4.848,25,I<0.01,"E1cg, R4",B1,,,"aniline, N-methyl-",,perrin,perrin0581,,AH
596,Nc1cccc([N+](=O)[O-])c1,pKAH1,2.466,25,"(m) m=1.6x10-4, I=0.002 to 0.06. Method includes activity corrections",O5,F14,,,"aniline, 3-nitro-",,perrin,perrin0596,,AH
604,CC(=Nc1ccccc1)Nc1ccccc1,pKAH1,8.298,,I=0.003,E3bh,S29,,,"aniline, N-(1-phenyliminoethyl)-",,perrin,perrin0604,,AH
625,Cc1cccc(N(C)C)c1,pKAH1,5.344,25,"I=0.05, . Method includes activity corrections",O5,F14,,,"aniline, N,N,3-trimethyl-",,perrin,perrin0625,,AH
626,Cc1ccc(N(C)C)cc1,pKAH1,5.627,25,"I=0.05. Method includes activity corrections",O5,F14,,,"aniline, N,N,4-trimethyl-",,perrin,perrin0626,,AH
626,Cc1ccc(N(C)C)cc1,pKAH1,5.612,20,(c),"O1, R4",E32,,,"aniline, N,N,4-trimethyl-",,perrin,perrin0626,,AH
759,CN[C@@H](C)[C@H](O)c1ccccc1,pKAH1,10.252,0,"(c) C=0.02 to 0.04, I=0.10 to 0.30","E1a, R4",E34,Thermodynamic quantities are derived from the results,,"benzene, (1-hydroxy-2-methylamino)propyl-",ephedrine,perrin,perrin0759,,AH
759,CN[C@@H](C)[C@H](O)c1ccccc1,pKAH1,9.958,10,"Using second hydrogen electrode instead of Ag|AgCl, and extrapolating first to C=0, then to I=01","E1a, R4",E34,Thermodynamic quantities are derived from the results,,"benzene, (1-hydroxy-2-methylamino)propyl-",ephedrine,perrin,perrin0759,,AH
759,CN[C@@H](C)[C@H](O)c1ccccc1,pKAH1,9.679,20,"Using second hydrogen electrode instead of Ag|AgCl, and extrapolating first to C=0, then to I=01","E1a, R4",E34,Thermodynamic quantities are derived from the results,,"benzene, (1-hydroxy-2-methylamino)propyl-",ephedrine,perrin,perrin0759,,AH
759,CN[C@@H](C)[C@H](O)c1ccccc1,pKAH1,9.413,30,"Using second hydrogen electrode instead of Ag|AgCl, and extrapolating first to C=0, then to I=01","E1a, R4",E34,Thermodynamic quantities are derived from the results,,"benzene, (1-hydroxy-2-methylamino)propyl-",ephedrine,perrin,perrin0759,,AH
759,CN[C@@H](C)[C@H](O)c1ccccc1,pKAH1,9.158,40,"Using second hydrogen electrode instead of Ag|AgCl, and extrapolating first to C=0, then to I=01","E1a, R4",E34,Thermodynamic quantities are derived from the results,,"benzene, (1-hydroxy-2-methylamino)propyl-",ephedrine,perrin,perrin0759,,AH
759,CN[C@@H](C)[C@H](O)c1ccccc1,pKAH1,8.919,50,"Using second hydrogen electrode instead of Ag|AgCl, and extrapolating first to C=0, then to I=01","E1a, R4",E34,Thermodynamic quantities are derived from the results,,"benzene, (1-hydroxy-2-methylamino)propyl-",ephedrine,perrin,perrin0759,,AH
759,CN[C@@H](C)[C@H](O)c1ccccc1,pKAH1,8.692,60,"Using second hydrogen electrode instead of Ag|AgCl, and extrapolating first to C=0, then to I=01","E1a, R4",E34,Thermodynamic quantities are derived from the results,,"benzene, (1-hydroxy-2-methylamino)propyl-",ephedrine,perrin,perrin0759,,AH
920,CN(C)c1ccc2ccccc2c1,pKAH1,4.566,25,"(m) I=0.03 to 0.05. Method includes activity corrections",O5,F14,,,"naphthalene, 2-dimethylamino-",,perrin,perrin0920,,AH
967,C1CCNCC1,pKAH1,11.963,0,(m) I=0.010 to 0.10,E1a,B28,Thermodynamic quantities are derived from the results,,Piperidine,,perrin,perrin0967,,AH
967,C1CCNCC1,pKAH1,11.786,5,(m) I=0.010 to 0.10,E1a,B28,Thermodynamic quantities are derived from the results,,Piperidine,,perrin,perrin0967,,AH
967,C1CCNCC1,pKAH1,11.613,10,(m) I=0.010 to 0.10,E1a,B28,Thermodynamic quantities are derived from the results,,Piperidine,,perrin,perrin0967,,AH
967,C1CCNCC1,pKAH1,11.443,15,(m) I=0.010 to 0.10,E1a,B28,Thermodynamic quantities are derived from the results,,Piperidine,,perrin,perrin0967,,AH
967,C1CCNCC1,pKAH1,11.28,20,(m) I=0.010 to 0.10,E1a,B28,Thermodynamic quantities are derived from the results,,Piperidine,,perrin,perrin0967,,AH
967,C1CCNCC1,pKAH1,11.123,25,(m) I=0.010 to 0.10,E1a,B28,Thermodynamic quantities are derived from the results,,Piperidine,,perrin,perrin0967,,AH
967,C1CCNCC1,pKAH1,10.974,30,(m) I=0.010 to 0.10,E1a,B28,Thermodynamic quantities are derived from the results,,Piperidine,,perrin,perrin0967,,AH
967,C1CCNCC1,pKAH1,10.818,35,(m) I=0.010 to 0.10,E1a,B28,Thermodynamic quantities are derived from the results,,Piperidine,,perrin,perrin0967,,AH
967,C1CCNCC1,pKAH1,10.67,40,(m) I=0.010 to 0.10,E1a,B28,Thermodynamic quantities are derived from the results,,Piperidine,,perrin,perrin0967,,AH
967,C1CCNCC1,pKAH1,10.526,45,(m) I=0.010 to 0.10,E1a,B28,Thermodynamic quantities are derived from the results,,Piperidine,,perrin,perrin0967,,AH
967,C1CCNCC1,pKAH1,10.384,50,(m) I=0.010 to 0.10,E1a,B28,Thermodynamic quantities are derived from the results,,Piperidine,,perrin,perrin0967,,AH
1027,Nc1ccncc1,pKAH1,9.8731,0,"(m), I=0.006 to 0.1","E1ch, R4",B29,Thermodynamic quantities are derived from the results,,"pyridine, 4-amino-",,perrin,perrin1027,,AH
1027,Nc1ccncc1,pKAH1,9.7043,5,"(m), I=0.006 to 0.1","E1ch, R4",B29,Thermodynamic quantities are derived from the results,,"pyridine, 4-amino-",,perrin,perrin1027,,AH
1027,Nc1ccncc1,pKAH1,9.5486,10,"(m), I=0.006 to 0.1","E1ch, R4",B29,Thermodynamic quantities are derived from the results,,"pyridine, 4-amino-",,perrin,perrin1027,,AH
1027,Nc1ccncc1,pKAH1,9.3979,15,"(m), I=0.006 to 0.1","E1ch, R4",B29,Thermodynamic quantities are derived from the results,,"pyridine, 4-amino-",,perrin,perrin1027,,AH
1027,Nc1ccncc1,pKAH1,9.2524,20,"(m), I=0.006 to 0.1","E1ch, R4",B29,Thermodynamic quantities are derived from the results,,"pyridine, 4-amino-",,perrin,perrin1027,,AH
1027,Nc1ccncc1,pKAH1,9.1141,25,"(m), I=0.006 to 0.1","E1ch, R4",B29,Thermodynamic quantities are derived from the results,,"pyridine, 4-amino-",,perrin,perrin1027,,AH
1027,Nc1ccncc1,pKAH1,8.9783,30,"(m), I=0.006 to 0.1","E1ch, R4",B29,Thermodynamic quantities are derived from the results,,"pyridine, 4-amino-",,perrin,perrin1027,,AH
1027,Nc1ccncc1,pKAH1,8.8455,35,"(m), I=0.006 to 0.1","E1ch, R4",B29,Thermodynamic quantities are derived from the results,,"pyridine, 4-amino-",,perrin,perrin1027,,AH
1027,Nc1ccncc1,pKAH1,8.717,40,"(m), I=0.006 to 0.1","E1ch, R4",B29,Thermodynamic quantities are derived from the results,,"pyridine, 4-amino-",,perrin,perrin1027,,AH
1027,Nc1ccncc1,pKAH1,8.5941,45,"(m), I=0.006 to 0.1","E1ch, R4",B29,Thermodynamic quantities are derived from the results,,"pyridine, 4-amino-",,perrin,perrin1027,,AH
1027,Nc1ccncc1,pKAH1,8.4768,50,"(m), I=0.006 to 0.1","E1ch, R4",B29,Thermodynamic quantities are derived from the results,,"pyridine, 4-amino-",,perrin,perrin1027,,AH
1073,NC(=O)c1cccnc1,pKAH1,3.328,20,I<0.01 to 0.1 (KCl),"O5, R4",W31,,,"pyridine, 3-carbamoyl-",,perrin,perrin1073,,AH
1393,c1c[nH]cn1,pKAH1,6.953,25,(c) I=0.04 to 0.11,"E3bh, R4",K32,,,Imidazole,,perrin,perrin1393,,AH
1411,Cc1ncc[nH]1,pKAH1,7.851,25,(c) I=0.04 to 0.11,"E3bh, R4",K32,,,"imidazole, 2-methyl-",,perrin,perrin1411,,AH
1418,c1ccc(-c2ncc[nH]2)cc1,pKAH1,6.402,25,"(c), I=0.03 to 0.055","E3bh, R4",K32,,,"imidazole, 2-phenyl-",,perrin,perrin1418,,AH
2011,Oc1cccc2cccnc12,pKAH1,5.017,20,(c) I=0.009 to 1.3,"E3c, E3bg, R4",N11,,,"quinoline, 8-hydroxy-",,perrin,perrin2011,,AH
2011,Oc1cccc2cccnc12,pKAH2,9.812,25,I=0.009 to 1.3,"E3c, E3bg, R4",N11,,,"quinoline, 8-hydroxy-",,perrin,perrin2011,,AH
2011,Oc1cccc2cccnc12,pKAH1,4.91,25,"(c), I=0.002 to 4.0","O5, R4",N11,,,"quinoline, 8-hydroxy-",,perrin,perrin2011,,AH
2011,Oc1cccc2cccnc12,pKAH2,9.814,25,"(c), I=0.002 to 4.0","O5, R4",N11,,,"quinoline, 8-hydroxy-",,perrin,perrin2011,,AH
2030,O=S(=O)(O)c1ccc(O)c2ncccc12,pKAH1,4.112,25,I=0.04 to 1.3,"E1ch, R4",N12,,,"quinoline, 8-hydroxy-5-sulpho-",,perrin,perrin2030,,AH
2030,O=S(=O)(O)c1ccc(O)c2ncccc12,pKAH2,8.757,25,I=0.04 to 1.3,"E1ch, R4",N12,,,"quinoline, 8-hydroxy-5-sulpho-",,perrin,perrin2030,,AH
2051,COC(=O)c1ccc2ccccc2n1,pKAH1,1.748,25,,E3bg,L65,,,"quinoline, 2-methoxycarbonyl-",,perrin,perrin2051,,AH
2051,COC(=O)c1ccc2ccccc2n1,pKAH1,1.761,25,,O5,L65,,,"quinoline, 2-methoxycarbonyl-",,perrin,perrin2051,,AH
2101,c1ccc2[nH]cnc2c1,pKAH1,5.532,25,I=0.004 to 0.008,E3bh,S29,,"Other measurement: T5. For pKs of substituted benzimidazoles in 50% dioxan at 25 deg. C, see refs. L3, L7, L8; for pKs in 28.5% ethanol, see ref. 136",Benzimidazole,,perrin,perrin2101,,AH
2149,Cc1nc2ccccc2[nH]1,pKAH1,6.19,25,I=0.0025 to 0.005,E3bh,S29,,,"benzimidazole, 2-methyl-",,perrin,perrin2149,,AH
2979,C[C@H](N)C(=O)O,pKAH1,2.345,25,(c),E1a,B25,,"For calculation of thermodynamic quantities from these results see ref. C45. Other measurements: C10, C61",Alanine,,perrin,perrin2979,,AH
2979,C[C@H](N)C(=O)O,pKAH2,9.87,25,(c),E1a,B25,,"For calculation of thermodynamic quantities from these results see ref. C45. Other measurements: C10, C61",Alanine,,perrin,perrin2979,,AH
2979,C[C@H](N)C(=O)O,pKAH1,2.35,20,"(m), I=0.006 to 0.09 (K1), 0.01 to 0.15 (K2)",E1a,N27,,"For calculation of thermodynamic quantities from these results see ref. C45. Other measurements: C10, C61",Alanine,,perrin,perrin2979,,AH
2979,C[C@H](N)C(=O)O,pKAH2,10.006,20,"(m), I=0.006 to 0.09 (K1), 0.01 to 0.15 (K2)",E1a,N27,,"For calculation of thermodynamic quantities from these results see ref. C45. Other measurements: C10, C61",Alanine,,perrin,perrin2979,,AH
2979,C[C@H](N)C(=O)O,pKAH1,2.34,25,"(m), I=0.006 to 0.09 (K1), 0.01 to 0.15 (K2)",E1a,N27,,"For calculation of thermodynamic quantities from these results see ref. C45. Other measurements: C10, C61",Alanine,,perrin,perrin2979,,AH
2979,C[C@H](N)C(=O)O,pKAH2,9.87,25,"(m), I=0.006 to 0.09 (K1), 0.01 to 0.15 (K2)",E1a,N27,,"For calculation of thermodynamic quantities from these results see ref. C45. Other measurements: C10, C61",Alanine,,perrin,perrin2979,,AH
2979,C[C@H](N)C(=O)O,pKAH1,2.332,30,"(m), I=0.006 to 0.09 (K1), 0.01 to 0.15 (K2)",E1a,N27,,"For calculation of thermodynamic quantities from these results see ref. C45. Other measurements: C10, C61",Alanine,,perrin,perrin2979,,AH
2979,C[C@H](N)C(=O)O,pKAH2,9.74,30,"(m), I=0.006 to 0.09 (K1), 0.01 to 0.15 (K2)",E1a,N27,,"For calculation of thermodynamic quantities from these results see ref. C45. Other measurements: C10, C61",Alanine,,perrin,perrin2979,,AH
2979,C[C@H](N)C(=O)O,pKAH1,2.327,35,"(m), I=0.006 to 0.09 (K1), 0.01 to 0.15 (K2)",E1a,N27,,"For calculation of thermodynamic quantities from these results see ref. C45. Other measurements: C10, C61",Alanine,,perrin,perrin2979,,AH
2979,C[C@H](N)C(=O)O,pKAH2,9.615,35,"(m), I=0.006 to 0.09 (K1), 0.01 to 0.15 (K2)",E1a,N27,,"For calculation of thermodynamic quantities from these results see ref. C45. Other measurements: C10, C61",Alanine,,perrin,perrin2979,,AH
2979,C[C@H](N)C(=O)O,pKAH1,2.324,40,"(m), I=0.006 to 0.09 (K1), 0.01 to 0.15 (K2)",E1a,N27,,"For calculation of thermodynamic quantities from these results see ref. C45. Other measurements: C10, C61",Alanine,,perrin,perrin2979,,AH
2979,C[C@H](N)C(=O)O,pKAH2,9.494,40,"(m), I=0.006 to 0.09 (K1), 0.01 to 0.15 (K2)",E1a,N27,,"For calculation of thermodynamic quantities from these results see ref. C45. Other measurements: C10, C61",Alanine,,perrin,perrin2979,,AH
2979,C[C@H](N)C(=O)O,pKAH1,2.322,45,"(m), I=0.006 to 0.09 (K1), 0.01 to 0.15 (K2)",E1a,N27,,"For calculation of thermodynamic quantities from these results see ref. C45. Other measurements: C10, C61",Alanine,,perrin,perrin2979,,AH
2979,C[C@H](N)C(=O)O,pKAH2,9.378,45,"(m), I=0.006 to 0.09 (K1), 0.01 to 0.15 (K2)",E1a,N27,,"For calculation of thermodynamic quantities from these results see ref. C45. Other measurements: C10, C61",Alanine,,perrin,perrin2979,,AH
2979,C[C@H](N)C(=O)O,pKAH1,2.426,1,"(m), I=0.01 to 0.1 (K1), 0.02 to 0.08 (K2)",E1a,S58,,"For calculation of thermodynamic quantities from these results see ref. C45. Other measurements: C10, C61",Alanine,,perrin,perrin2979,,AH
2979,C[C@H](N)C(=O)O,pKAH2,10.586,1,"(m), I=0.01 to 0.1 (K1), 0.02 to 0.08 (K2)",E1a,S58,,"For calculation of thermodynamic quantities from these results see ref. C45. Other measurements: C10, C61",Alanine,,perrin,perrin2979,,AH
2979,C[C@H](N)C(=O)O,pKAH1,2.383,12.5,"(m), I=0.01 to 0.1 (K1), 0.02 to 0.08 (K2)",E1a,S58,,"For calculation of thermodynamic quantities from these results see ref. C45. Other measurements: C10, C61",Alanine,,perrin,perrin2979,,AH
2979,C[C@H](N)C(=O)O,pKAH2,10.225,12.5,"(m), I=0.01 to 0.1 (K1), 0.02 to 0.08 (K2)",E1a,S58,,"For calculation of thermodynamic quantities from these results see ref. C45. Other measurements: C10, C61",Alanine,,perrin,perrin2979,,AH
2979,C[C@H](N)C(=O)O,pKAH1,2.348,25,"(m), I=0.01 to 0.1 (K1), 0.02 to 0.08 (K2)",E1a,S58,,"For calculation of thermodynamic quantities from these results see ref. C45. Other measurements: C10, C61",Alanine,,perrin,perrin2979,,AH
2979,C[C@H](N)C(=O)O,pKAH2,9.866,25,"(m), I=0.01 to 0.1 (K1), 0.02 to 0.08 (K2)",E1a,S58,,"For calculation of thermodynamic quantities from these results see ref. C45. Other measurements: C10, C61",Alanine,,perrin,perrin2979,,AH
